,recruitType,year,ranking,name,school,committedTo,position,height,weight,stars,rating,city,stateProvince,country
8024,HighSchool,2007,2141,Raymond Hutson,Detroit Urban Lutheran School,Bowling Green,WR,74,175,1,0.6778,Detroit,MI,NA
8025,HighSchool,2007,2142,DeAndre Jones,West Craven,East Carolina,CB,73,180,1,0.6778,Vanceboro,NC,NA
8026,HighSchool,2007,2146,Terrence Thomas,Etowah,Memphis,OLB,71,210,1,0.6778,Attalla,AL,NA
8027,HighSchool,2007,2148,Gary Wright,Ransom Everglades School,Bowling Green,OLB,74,205,1,0.6778,Miami,FL,NA
8028,HighSchool,2007,2150,Jamal Rogers,Fort Myers,Miami (OH),WR,71,170,1,0.6778,Fort Myers,FL,NA
8029,HighSchool,2007,2151,Tracy Wilson,St Francis De Sales,Northern Illinois,ATH,72,193,1,0.6778,Chicago,IL,NA
8030,HighSchool,2007,2153,Devin Holland,Istrouma Senior,Tulane,ILB,71,184,1,0.6778,Baton Rouge,LA,NA
8031,HighSchool,2007,2154,Brian Sweeney,Blackhawk,Ohio,PRO,74,183,1,0.6778,Beaver Falls,PA,NA
8032,HighSchool,2007,2155,Mario Wright,Minor,UAB,WR,77,200,1,0.6778,Adamsville,AL,NA
8033,HighSchool,2007,2157,Matt Little,C.E. Jordan,Akron,OLB,75,195,1,0.6778,Durham,NC,NA
8034,HighSchool,2007,2158,Alan Vanderink,Crestwood,Kent State,ATH,69,167,1,0.6778,Mantua,OH,NA
8035,HighSchool,2007,2159,Peter DeBois,Gresham,Air Force,S,70,185,1,0.6778,Gresham,OR,NA
8036,HighSchool,2007,2160,Jay Edwards,Nelsonville-york,Ohio,ATH,72,198,1,0.6778,Nelsonville,OH,NA
8037,HighSchool,2007,2164,Tyson Patrick,Trotwood-Madison,Toledo,OLB,74,218,1,0.6778,Dayton,OH,NA
8038,HighSchool,2007,2165,Tye Huff,Lakeside,UAB,ILB,72,220,1,0.6778,Atlanta,GA,NA
8039,HighSchool,2007,2166,Kenny Jackson,Liberty,Ohio,CB,68,148,1,0.6778,Youngstown,OH,NA
8040,HighSchool,2007,2169,Alex Germany,Palm Desert,San José State,CB,69,160,1,0.6778,Palm Desert,CA,NA
8041,HighSchool,2007,2171,Lampford Mark,Clovis,Nevada,RB,73,197,1,0.6778,Clovis,CA,NA
8042,HighSchool,2007,2172,Lincston Jones,John Curtis,Louisiana Monroe,ILB,72,213,1,0.6778,New Orleans,LA,NA
8043,HighSchool,2007,2176,Zach Benke,Lakeshore,Central Michigan,OLB,73,190,1,0.6778,Stevensville,MI,NA
8044,HighSchool,2007,2177,Mike Petrucci,Milford,Central Michigan,OLB,74,205,1,0.6778,Highland,MI,NA
8045,HighSchool,2007,2178,Mike Green,Bastrop,Louisiana Monroe,RB,71,185,1,0.6778,Bastrop,LA,NA
8046,HighSchool,2007,2179,Pat Schiller,Geneva Community,Northern Illinois,ILB,73,212,1,0.6778,Geneva,IL,NA
8047,HighSchool,2007,2180,Linzy Harris,South Broward,Arkansas State,WR,69,175,1,0.6667,Hollywood,FL,NA
8048,HighSchool,2007,2181,Matt Thompson,Eastern Alamance,East Carolina,S,74,195,1,0.6667,Mebane,NC,NA
8049,HighSchool,2007,2182,Cameron Jones,Mercersburg Academy,Duke,ATH,69,180,1,0.6667,Mercersburg,PA,NA
8050,HighSchool,2007,2183,Elroy Brown,Osceola,Arkansas State,ILB,72,213,1,0.6667,Osceola,AR,NA
8051,HighSchool,2007,2184,Darryl Freeney,Nansemond River,East Carolina,WR,70,184,1,0.6667,Suffolk,VA,NA
8052,HighSchool,2007,2188,Demario Davis,Brandon,Arkansas State,OLB,75,210,1,0.6667,Brandon,MS,NA
8053,HighSchool,2007,2190,Cliff Perryman,Hermitage,East Carolina,OLB,73,218,1,0.6667,Richmond,VA,NA
8054,HighSchool,2007,2191,Jermaine Robertson,Northridge,Arkansas State,FB,71,227,1,0.6667,Tuscaloosa,AL,NA
8055,HighSchool,2007,2192,Curtis Underwood,Lackawanna,NC State,RB,72,210,1,0.6667,Buffalo,NY,NA
8056,HighSchool,2007,2193,Maurice Mercer,Nash Central,East Carolina,TE,77,240,1,0.6667,Rocky Mount,NC,NA
8057,HighSchool,2007,2194,Steve Spence,Maury,East Carolina,OLB,73,211,1,0.6667,Norfolk,VA,NA
8058,HighSchool,2007,2195,Derek Lawson,Nettleton,Arkansas State,APB,71,210,1,0.6667,Jonesboro,AR,NA
8059,HighSchool,2007,2196,Jeremy Kellem,Deerfield Beach,Middle Tennessee,CB,71,175,1,0.6667,Deerfield Beach,FL,NA
8060,HighSchool,2007,2197,Michael Byrd,Thomasville,East Carolina,TE,76,226,1,0.6667,Thomasville,NC,NA
8061,HighSchool,2007,2198,Austin Haynes,Southwest,East Carolina,OLB,74,199,1,0.6667,Jacksonville,NC,NA
8062,HighSchool,2007,2203,Najel Byrd,Helena-West Helena Central,Arkansas State,S,72,206,1,0.6667,West Helena,AR,NA
8063,HighSchool,2007,2204,Kelcie McCray,Hardaway,Arkansas State,ATH,74,180,1,0.6667,Columbus,GA,NA
8064,HighSchool,2007,2205,Michael Adams,Randolph Clay,Arkansas State,OLB,73,230,1,0.6667,Coolidge,GA,NA
8065,HighSchool,2007,2206,Colin Jones,Mercersburg Academy,Duke,ATH,69,180,1,0.6667,Mercersburg,PA,NA
8066,HighSchool,2007,2212,Paul Weatheroy,Jesuit,Air Force,APB,71,184,1,0.6333,Portland,OR,NA
8067,HighSchool,2007,2213,Brandin Friske,North Branch,Central Michigan,WR,75,202,1,0.6333,North Branch,MI,NA
8068,HighSchool,2007,2214,Kevin Leeland,Redmond,Army,OLB,73,205,1,0.6333,Redmond,OR,NA
8069,HighSchool,2008,2,Terrelle Pryor,Jeannette,Ohio State,DUAL,78,233,5,0.9996,Jeannette,PA,NA
8070,HighSchool,2008,3,Julio Jones,Foley,Alabama,WR,76,220,5,0.9992,Foley,AL,NA
8071,HighSchool,2008,4,Will Hill,St. Peters Prep,Florida,S,73,207,5,0.9979,Jersey City,NJ,NA
8072,HighSchool,2008,5,Darrell Scott,St. Bonaventure,Colorado,RB,72,204,5,0.9979,Ventura,CA,NA
8073,HighSchool,2008,6,Patrick Peterson,Blanche Ely,LSU,CB,73,195,5,0.9976,Pompano Beach,FL,NA
8074,HighSchool,2008,7,A.J. Green,Summerville,Georgia,WR,76,184,5,0.9972,Summerville,SC,NA
8075,HighSchool,2008,8,Arthur Brown,East,Miami,ILB,73,210,5,0.9959,Wichita,KS,NA
8076,HighSchool,2008,9,Jermie Calhoun,Van Horn,Oklahoma,RB,72,210,5,0.9944,Van Horn,TX,NA
8077,HighSchool,2008,12,DeAndre Brown,Ocean Springs,Southern Mississippi,WR,78,205,5,0.9926,Pascagoula,MS,NA
8078,HighSchool,2008,13,Jonathan Baldwin,Aliquippa,Pittsburgh,WR,78,233,5,0.9909,Aliquippa,PA,NA
8079,HighSchool,2008,14,Michael Floyd,Cretin Derham Hall,Notre Dame,WR,75,195,5,0.9908,Saint Paul,MN,NA
8080,HighSchool,2008,15,Blake Ayles,Orange Lutheran,USC,TE,76,245,5,0.9906,Orange,CA,NA
8081,HighSchool,2008,18,Richard Samuel,Cass,Georgia,RB,72,197,5,0.9893,Cartersville,GA,NA
8082,HighSchool,2008,19,Dayne Crist,Notre Dame,Notre Dame,PRO,77,228,5,0.9881,Sherman Oaks,CA,NA
8083,HighSchool,2008,20,Nigel Bradham,Wakulla,Florida State,OLB,74,230,5,0.988,Crawfordville,FL,NA
8084,HighSchool,2008,24,Etienne Sabino,Dr Michael M. Krop,Ohio State,OLB,75,240,5,0.9866,Miami,FL,NA
8085,HighSchool,2008,25,Brandon Harris,Booker T. Washington,Miami,CB,71,174,5,0.9858,Miami,FL,NA
8086,HighSchool,2008,26,B.J. Scott,Vigor,Alabama,CB,71,193,5,0.9842,Mobile,AL,NA
8087,HighSchool,2008,27,EJ Manuel,Bayside,Florida State,DUAL,77,220,5,0.9838,Virginia Beach,VA,NA
8088,HighSchool,2008,29,Kyle Rudolph,Elder,Notre Dame,TE,78,229,4,0.9809,Cincinnati,OH,NA
8089,HighSchool,2008,30,Aldarius Johnson,Northwestern,Miami,WR,74,200,4,0.9807,Miami,FL,NA
8090,HighSchool,2008,31,Kavario Middleton,Lakes,Washington,TE,78,255,4,0.9806,Lakewood,WA,NA
8091,HighSchool,2008,34,Blaine Gabbert,West,Missouri,PRO,76,266,4,0.9798,Ballwin,MO,NA
8092,HighSchool,2008,35,Dan Buckner,Allen,Texas,WR,76,209,4,0.9787,Allen,TX,NA
8093,HighSchool,2008,38,T.J. Bryant,Lincoln,USC,CB,73,175,4,0.9783,Tallahassee,FL,NA
8094,HighSchool,2008,39,Jamie Harper,Trinity Christian Academy,Clemson,RB,72,235,4,0.9782,Jacksonville,FL,NA
8095,HighSchool,2008,40,Ryan Williams,Stonewall Jackson,Virginia Tech,RB,70,195,4,0.9782,Manassas,VA,NA
8096,HighSchool,2008,41,Joshua Jarboe,Cedar Grove,Oklahoma,WR,75,195,4,0.9779,Ellenwood,GA,NA
8097,HighSchool,2008,43,Andrew Luck,Stratford,Stanford,PRO,76,215,4,0.9768,Houston,TX,NA
8098,HighSchool,2008,45,Brice Butler,Norcross,USC,WR,74,178,4,0.9766,Norcross,GA,NA
8099,HighSchool,2008,46,Mike Glennon,Westfield,NC State,PRO,78,195,4,0.9766,Chantilly,VA,NA
8100,HighSchool,2008,47,Ramon Buchanan,Palm Bay Senior,Miami,OLB,73,181,4,0.9766,Melbourne,FL,NA
8101,HighSchool,2008,48,Darryl Stonum,Dulles,Michigan,WR,74,180,4,0.9756,Sugar Land,TX,NA
8102,HighSchool,2008,50,D.J.  Shoemate,Servite,USC,WR,72,219,4,0.9742,Anaheim,CA,NA
8103,HighSchool,2008,51,Janoris Jenkins,Pahokee,Florida,CB,71,180,4,0.9738,Pahokee,FL,NA
8104,HighSchool,2008,52,Jerrell Harris,Gadsden City,Alabama,OLB,75,242,4,0.9736,Gadsden,AL,NA
8105,HighSchool,2008,53,DeSean Hales,Klein Oak,Texas,WR,70,165,4,0.9735,Spring,TX,NA
8106,HighSchool,2008,55,DeVier Posey,LaSalle,Ohio State,WR,74,213,4,0.9732,Cincinnati,OH,NA
8107,HighSchool,2008,56,Jameel Owens,Muskogee,Oklahoma,WR,75,210,4,0.9728,Muskogee,OK,NA
8108,HighSchool,2008,57,Dee Finley,Auburn,Florida,S,74,222,4,0.9722,Auburn,AL,NA
8109,HighSchool,2008,60,Sean Spence,Northwestern,Miami,OLB,72,186,4,0.9689,Miami,FL,NA
8110,HighSchool,2008,62,Darius Fleming,St. Rita,Notre Dame,OLB,75,230,4,0.9684,Chicago,IL,NA
8111,HighSchool,2008,64,Lynn Katoa,Cottonwood,Colorado,ILB,74,220,4,0.9667,Salt Lake City,UT,NA
8112,HighSchool,2008,66,Nigel Carr,First Coast,Florida State,ILB,75,220,4,0.9659,Jacksonville,FL,NA
8113,HighSchool,2008,67,Cyrus Gray,DeSoto,Texas A&M,RB,71,190,4,0.9656,DeSoto,TX,NA
8114,HighSchool,2008,69,Justin Johnson,Gilmer,Oklahoma,RB,73,210,4,0.9645,Gilmer,TX,NA
8115,HighSchool,2008,70,Gerell Robinson,Hamilton,Arizona State,ATH,76,210,4,0.9636,Chandler,AZ,NA
8116,HighSchool,2008,71,C.C. Whitlock,Chester,South Carolina,CB,70,170,4,0.9633,Chester,SC,NA
8117,HighSchool,2008,72,Aundre Dean,Katy,UCLA,RB,73,200,4,0.9628,Katy,TX,NA
8118,HighSchool,2008,74,Mark Barron,St. Paul's Episcopal,Alabama,S,74,218,4,0.9624,Mobile,AL,NA
8119,HighSchool,2008,75,Jake Stoneburner,Dublin Coffman,Ohio State,TE,77,245,4,0.9613,Dublin,OH,NA
8120,HighSchool,2008,79,Brendan Beal,Liberty,Florida,ILB,76,235,4,0.959,Bethlehem,PA,NA
8121,HighSchool,2008,80,Jon Major,Ponderosa,Colorado,ILB,74,220,4,0.959,Parker,CO,NA
8122,HighSchool,2008,82,Uona Kaveinga,Leuzinger,USC,ILB,73,226,4,0.9562,Lawndale,CA,NA
8123,HighSchool,2008,84,Steve Filer,Mount Carmel,Notre Dame,OLB,75,220,4,0.9561,Chicago,IL,NA
8124,HighSchool,2008,86,De'Anthony Curtis,Camden Fairview,Arkansas,CB,69,211,4,0.9552,Camden,AR,NA
8125,HighSchool,2008,87,Deion Walker,Christchurch School,Notre Dame,WR,76,186,4,0.9549,Church View,VA,NA
8126,HighSchool,2008,88,Jonas Gray,Detroit Country Day,Notre Dame,RB,70,213,4,0.9545,Franklin,MI,NA
8127,HighSchool,2008,90,Derrick Hall,Beaumont Central,Texas A&M,ATH,70,200,4,0.9518,Corsicana,TX,NA
8128,HighSchool,2008,91,Aaron Williams,McNeil,Texas,CB,73,175,4,0.9517,Austin,TX,NA
8129,HighSchool,2008,92,Tavarres King,Habersham Central,Georgia,WR,73,169,4,0.9511,Mount Airy,GA,NA
8130,HighSchool,2008,93,Lerentee McCray,Dunnellon,Florida,OLB,74,252,4,0.9498,Dunnellon,FL,NA
8131,HighSchool,2008,94,E.J. Woods,Crespi,UCLA,S,72,195,4,0.9498,Encino,CA,NA
8132,HighSchool,2008,95,Courtney Upshaw,Eufaula,Alabama,OLB,74,265,4,0.9494,Eufaula,AL,NA
8133,HighSchool,2008,96,Kenny Tate,DeMatha Catholic,Maryland,ILB,76,220,4,0.9486,Hyattsville,MD,NA
8134,HighSchool,2008,97,Andrew Sweat,Trinity,Ohio State,OLB,74,238,4,0.9474,Washington,PA,NA
8135,HighSchool,2008,98,Landry Jones,Artesia,Oklahoma,PRO,76,229,4,0.947,Artesia,NM,NA
8136,HighSchool,2008,99,Rahim Moore,Dorsey,UCLA,S,73,196,4,0.9468,Los Angeles,CA,NA
8137,HighSchool,2008,100,Spencer Adams,Butler,Clemson,S,74,180,4,0.9465,Matthews,NC,NA
8138,HighSchool,2008,101,Andre Ellington,Berkeley,Clemson,APB,70,175,4,0.9462,Moncks Corner,SC,NA
8139,HighSchool,2008,102,C.J. Holton,Wakulla,Miami,S,74,195,4,0.9452,Crawfordville,FL,NA
8140,HighSchool,2008,104,Alonzo Lawrence,George County,Alabama,CB,73,185,4,0.944,Lucedale,MS,NA
8141,HighSchool,2008,105,Lamaar Thomas,Friendly,Ohio State,ATH,71,180,4,0.944,Fort Washington,MD,NA
8142,HighSchool,2008,106,Jamoris Slaughter,Tucker,Notre Dame,S,73,185,4,0.942,Tucker,GA,NA
8143,HighSchool,2008,107,Nolan Brewster,Mullen,Texas,S,73,195,4,0.942,Denver,CO,NA
8144,HighSchool,2008,108,J.B. Fitzgerald,West Windsor-Plainsboro South,Michigan,OLB,76,225,4,0.9418,Princeton Junction,NJ,NA
8145,HighSchool,2008,109,Robert Golden,Edison,Arizona,CB,71,200,4,0.9393,Fresno,CA,NA
8146,HighSchool,2008,111,Jeff Fuller,Boyd,Texas A&M,WR,76,205,4,0.9387,Mckinney,TX,NA
8147,HighSchool,2008,112,Dravannti Johnson,Nederland,Texas,OLB,74,230,4,0.9386,Nederland,TX,NA
8148,HighSchool,2008,114,Dwayne Allen,Terry Sanford,Clemson,TE,76,245,4,0.9363,Fayetteville,NC,NA
8149,HighSchool,2008,116,Darius Barksdale,South Panola,Ole Miss,RB,72,195,4,0.9358,Batesville,MS,NA
8150,HighSchool,2008,117,Tony Dye,Santiago,UCLA,CB,71,180,4,0.9356,Corona,CA,NA
8151,HighSchool,2008,118,Christian Wilson,Montour,North Carolina,ATH,74,228,4,0.9355,Mckees Rocks,PA,NA
8152,HighSchool,2008,119,Chris Harper,Northwest,Oregon,RB,74,231,4,0.9344,Wichita,KS,NA
8153,HighSchool,2008,120,Chris Burns,Wilmington,Pittsburgh,RB,70,185,4,0.9341,New Wilmington,PA,NA
8154,HighSchool,2008,121,Ryan Baker,Blountstown,LSU,OLB,72,210,4,0.934,Blountstown,FL,NA
8155,HighSchool,2008,122,Kye Staley,Guthrie,Oklahoma State,ATH,72,215,4,0.9339,Guthrie,OK,NA
8156,HighSchool,2008,123,Boubacar Cissoko,Cass Technical,Michigan,CB,68,171,4,0.9335,Detroit,MI,NA
8157,HighSchool,2008,126,Carlton Thomas,Frostproof,Georgia,RB,67,159,4,0.933,Frostproof,FL,NA
8158,HighSchool,2008,127,Charles Mitchell,Clarksdale,Mississippi State,S,71,205,4,0.9328,Clarksdale,MS,NA
8159,HighSchool,2008,128,Xavier Brewer,Bartram Trail,Clemson,CB,71,170,4,0.9322,Jacksonville,FL,NA
8160,HighSchool,2008,129,Michael Mauti,Mandeville,Penn State,OLB,73,225,4,0.9321,Mandeville,LA,NA
8161,HighSchool,2008,131,Tommy Streeter,Northwestern,Miami,WR,77,200,4,0.931,Miami,FL,NA
8162,HighSchool,2008,132,Michael Zordich,Cardinal Mooney,Penn State,OLB,74,225,4,0.9307,Youngstown,OH,NA
8163,HighSchool,2008,133,Joe Adams,Central Arkansas Christian,Arkansas,WR,71,190,4,0.9302,Maumelle,AR,NA
8164,HighSchool,2008,134,Michael Yancich,Trinity,Penn State,OLB,73,220,4,0.9302,Washington,PA,NA
8165,HighSchool,2008,137,Kyle Parker,Bartram Trail,Clemson,PRO,72,200,4,0.9297,Jacksonville,FL,NA
8166,HighSchool,2008,138,Terrell Manning,Scotland County,NC State,OLB,74,205,4,0.9296,Laurinburg,NC,NA
8167,HighSchool,2008,139,Brandon Barnes,Bunn,NC State,ATH,72,185,4,0.9296,Bunn,NC,NA
8168,HighSchool,2008,140,E.J. Abrams-Ward,Thomasville,Tennessee,ATH,77,210,4,0.9295,Thomasville,NC,NA
8169,HighSchool,2008,141,Joseph Ibiloye,South Garland,Oklahoma,OLB,75,195,4,0.9284,Garland,TX,NA
8170,HighSchool,2008,145,Nick Crissman,Edison,UCLA,PRO,75,210,4,0.9278,Huntington Beach,CA,NA
8171,HighSchool,2008,146,Jarmon Fortson,Carver,Florida State,ATH,75,220,4,0.9274,Columbus,GA,NA
8172,HighSchool,2008,147,Chris Tolliver,Rayville,LSU,WR,73,180,4,0.9273,Rayville,LA,NA
8173,HighSchool,2008,148,Marcus Dowtin,Fork Union Military (HS),Georgia,OLB,74,215,4,0.9271,Fork Union,VA,NA
8174,HighSchool,2008,150,Chris Polk,Redlands East Valley,Washington,RB,71,205,4,0.9267,Redlands,CA,NA
8175,HighSchool,2008,151,Burton Scott,Vigor,Alabama,ATH,71,194,4,0.9264,Mobile,AL,NA
8176,HighSchool,2008,152,Brandon Taylor,Franklinton,LSU,S,72,176,4,0.9249,Franklinton,LA,NA
8177,HighSchool,2008,154,Cornelius Washington,Burke County,Georgia,OLB,76,220,4,0.9248,Waynesboro,GA,NA
8178,HighSchool,2008,156,Vaughn Telemaque,Long Beach Poly,Miami,S,74,180,4,0.9244,Long Beach,CA,NA
8179,HighSchool,2008,157,Karnell Hatcher,Atlantic,LSU,S,74,186,4,0.9242,Delray Beach,FL,NA
8180,HighSchool,2008,158,Dontavius Jackson,Heard County,Georgia,RB,71,195,4,0.9239,Franklin,GA,NA
8181,HighSchool,2008,159,Dan McCarthy,Cardinal Mooney,Notre Dame,S,74,190,4,0.9221,Youngstown,OH,NA
8182,HighSchool,2008,160,Brandon Smith,New Brunswick,Michigan,S,75,210,4,0.9218,New Brunswick,NJ,NA
8183,HighSchool,2008,161,Aaron Hester,Compton Dominguez,UCLA,CB,72,180,4,0.9217,Compton,CA,NA
8184,HighSchool,2008,162,Dejuan Miller,Metuchen,Oklahoma,WR,77,200,4,0.9215,Metuchen,NJ,NA
8185,HighSchool,2008,163,Terrance Parks,Creekside,Florida State,S,73,200,4,0.9212,Fairburn,GA,NA
8186,HighSchool,2008,164,Marvin Jones,Etiwanda,California,WR,74,177,4,0.9202,Rancho Cucamonga,CA,NA
8187,HighSchool,2008,166,Sam McGuffie,Cy-Fair,Michigan,RB,73,188,4,0.9188,Cypress,TX,NA
8188,HighSchool,2008,167,D.J. Monroe,Angleton,Texas,CB,69,165,4,0.9187,Angleton,TX,NA
8189,HighSchool,2008,168,DeAngelo Peterson,Desire Street Academy,LSU,ATH,75,195,4,0.9177,Baton Rouge,LA,NA
8190,HighSchool,2008,171,Ryan Bass,Centennial,Arizona State,RB,70,186,4,0.9171,Corona,CA,NA
8191,HighSchool,2008,172,Kevin Dorsey,Forestville Military Academy,Maryland,WR,74,210,4,0.917,District Heights,MD,NA
8192,HighSchool,2008,173,Kemonte Bateman,Crenshaw,Arizona State,WR,72,180,4,0.9167,Pasadena,CA,NA
8193,HighSchool,2008,175,Cameron Saddler,Gateway,Pittsburgh,APB,66,157,4,0.9166,Monroeville,PA,NA
8194,HighSchool,2008,176,Michael Shaw,Trotwood-Madison,Michigan,RB,72,185,4,0.9156,Dayton,OH,NA
8195,HighSchool,2008,177,Star Jackson,Lake Worth,Alabama,PRO,75,185,4,0.9148,Lake Worth,FL,NA
8196,HighSchool,2008,178,Melvin Ray,North Florida Christian,Alabama,WR,75,217,4,0.9144,Tallahassee,FL,NA
8197,HighSchool,2008,179,MarQueis Gray,Ben Davis,Minnesota,PRO,76,205,4,0.9143,Indianapolis,IN,NA
8198,HighSchool,2008,180,Brandon Beachum,Cardinal Mooney,Penn State,RB,73,220,4,0.9142,Youngstown,OH,NA
8199,HighSchool,2008,181,Fred Smith,Southwestern,Michigan State,WR,74,207,4,0.9139,Detroit,MI,NA
8200,HighSchool,2008,182,Kevin Koger,Whitmer,Michigan,TE,76,235,4,0.9135,Toledo,OH,NA
8201,HighSchool,2008,184,Josh Haden,Friendly,Boston College,RB,68,195,4,0.9129,Upper Marlboro,MD,NA
8202,HighSchool,2008,185,Michael Williams,Pickens County,Alabama,TE,78,269,4,0.9124,Reform,AL,NA
8203,HighSchool,2008,188,Joseph Fauria,Crespi,Notre Dame,TE,80,250,4,0.911,Encino,CA,NA
8204,HighSchool,2008,192,Anthony McDonald,Notre Dame,Notre Dame,ILB,75,220,4,0.9102,Sherman Oaks,CA,NA
8205,HighSchool,2008,194,Averin Collier,Churchville-chili Senior,Syracuse,ATH,71,195,4,0.9101,Churchville,NY,NA
8206,HighSchool,2008,195,A.J. Alexander,Altoona,Florida State,ATH,72,180,4,0.9096,Altoona,PA,NA
8207,HighSchool,2008,196,Austin Holt,Bingham,BYU,TE,78,230,4,0.9092,South Jordan,UT,NA
8208,HighSchool,2008,198,Aaron Boyd,Henry Clay,Kentucky,WR,76,195,4,0.908,Lexington,KY,NA
8209,HighSchool,2008,200,Terrence Robinson,Klein Oak,Michigan,WR,69,170,4,0.9079,Spring,TX,NA
8210,HighSchool,2008,201,Jeremy Hills,Alief Elsik,Texas,RB,71,181,4,0.9077,Houston,TX,NA
8211,HighSchool,2008,202,Omarius Hines,Corsicana,Florida,WR,72,220,4,0.9075,Corsicana,TX,NA
8212,HighSchool,2008,203,Jamal Womble,Buena,North Carolina,RB,71,216,4,0.9075,Hutchinson,KS,NA
8213,HighSchool,2008,204,Aaron Douglas,Maryville,Tennessee,TE,78,245,4,0.9073,Maryville,TN,NA
8214,HighSchool,2008,206,Andrew Jones,Smithville,Missouri,TE,77,228,4,0.9073,Smithville,MO,NA
8215,HighSchool,2008,208,Devonta Bolton,Norcross,Alabama,ATH,76,220,4,0.9063,Norcross,GA,NA
8216,HighSchool,2008,210,Torrey Mack,Stratford,Virginia,RB,72,190,4,0.9059,Stratford,CT,NA
8217,HighSchool,2008,212,Marcus Witherspoon,Holy Spirit,Michigan,OLB,74,215,4,0.9051,Absecon,NJ,NA
8218,HighSchool,2008,216,Winston Guy,Lexington Catholic,Kentucky,S,73,215,4,0.9033,Lexington,KY,NA
8219,HighSchool,2008,217,Hubie Graham,West Scranton,Illinois,TE,76,225,4,0.902,Scranton,PA,NA
8220,HighSchool,2008,218,Brandon Boykin,Fayette County,Georgia,CB,70,162,4,0.902,Fayetteville,GA,NA
8221,HighSchool,2008,219,John Goodman,Bishop Dwenger,Notre Dame,WR,76,192,4,0.902,Fort Wayne,IN,NA
8222,HighSchool,2008,220,Chris Jordan,Brentwood Academy,Alabama,ILB,75,240,4,0.902,Brentwood,TN,NA
8223,HighSchool,2008,221,Milton Knox,Birmingham,UCLA,RB,68,195,4,0.9013,Van Nuys,CA,NA
8224,HighSchool,2008,222,Jeff Demps,South Lake,Florida,RB,68,188,4,0.9012,Groveland,FL,NA
8225,HighSchool,2008,225,Jarius Wright,Warren,Arkansas,WR,70,180,4,0.8995,Warren,AR,NA
8226,HighSchool,2008,226,Chris Jackson,Henry County,Alabama,RB,73,205,4,0.8994,McDonough,GA,NA
8227,HighSchool,2008,229,Antwon Moutra,Culver City,UCLA,WR,70,185,4,0.8986,Culver City,CA,NA
8228,HighSchool,2008,230,British Footman,Amos P. Godby,NA,RB,73,185,4,0.8984,Tallahassee,FL,NA
8229,HighSchool,2008,232,Robert Blanton,Butler,Notre Dame,CB,73,177,4,0.8979,Matthews,NC,NA
8230,HighSchool,2008,233,Anthony Dye,Santiago,UCLA,CB,71,179,4,0.8979,Corona,CA,NA
8231,HighSchool,2008,234,Spencer Ladner,The Pembroke Hill School,California,TE,78,230,4,0.8978,Kansas City,MO,NA
8232,HighSchool,2008,235,Cordale Scott,Glenville,Illinois,WR,75,200,4,0.8976,Cleveland,OH,NA
8233,HighSchool,2008,237,Marcus Sales,Christian Brothers Academy,Syracuse,WR,74,185,4,0.8963,Albany,NY,NA
8234,HighSchool,2008,238,Tommy Dorman,Birdville,Texas A&M,DUAL,75,205,4,0.8959,North Richland Hills,TX,NA
8235,HighSchool,2008,239,Darron Thomas,Aldine,Oregon,DUAL,76,195,4,0.8958,Houston,TX,NA
8236,HighSchool,2008,240,Robby Green,John Curtis,Alabama,CB,72,181,4,0.8958,New Orleans,LA,NA
8237,HighSchool,2008,242,Nelson Rosario,El Camino,UCLA,WR,77,205,4,0.8947,Oceanside,CA,NA
8238,HighSchool,2008,245,Tyler Edwards,Ouachita Parish,LSU,TE,75,222,4,0.8942,Monroe,LA,NA
8239,HighSchool,2008,246,Robert Griffin III,Copperas Cove,Baylor,DUAL,74,220,4,0.8941,Copperas Cove,TX,NA
8240,HighSchool,2008,247,Onterrio McCalebb,Fort Meade,Auburn,APB,70,154,4,0.8938,Fort Meade,FL,NA
8241,HighSchool,2008,248,Dont'a Hightower,Marshall County,Alabama,OLB,76,260,4,0.8938,Lewisburg,TN,NA
8242,HighSchool,2008,249,Brandon Green,Robeson,Minnesota,WR,72,170,4,0.8938,Chicago,IL,NA
8243,HighSchool,2008,250,Onterio McCalebb,Fort Meade,Auburn,APB,70,175,4,0.8938,Fort Meade,FL,NA
8244,HighSchool,2008,251,Ryan Roberson,Brenham,Texas,FB,70,210,4,0.8937,Brenham,TX,NA
8245,HighSchool,2008,252,Sean Renfree,Notre Dame Preparatory,Duke,PRO,75,205,4,0.8933,Scottsdale,AZ,NA
8246,HighSchool,2008,255,D.J. Coles,Goochland,Virginia Tech,WR,75,210,4,0.8926,Goochland,VA,NA
8247,HighSchool,2008,256,Kyle Prater,Tivy,LSU,OLB,74,215,4,0.8925,Kerrville,TX,NA
8248,HighSchool,2008,257,Rod Wilks,Smyrna,Tennessee,S,72,214,4,0.8922,Smyrna,TN,NA
8249,HighSchool,2008,260,Will Compton,North Co. Sr.,Nebraska,ATH,74,214,4,0.8917,Bonne Terre,MO,NA
8250,HighSchool,2008,262,A.J. Jenkins,Terry Parker,Illinois,WR,73,170,4,0.8916,Jacksonville,FL,NA
8251,HighSchool,2008,265,Mark Wedderburn,Cardinal O'Hara,Penn State,TE,77,235,4,0.8901,Springfield,PA,NA
8252,HighSchool,2008,269,Dewitt  Stuckey,Lincoln,Oregon,OLB,72,212,3,0.8885,Stockton,CA,NA
