,year,team,conference,rating,secondOrderWins,sos,offense.rating,offense.success,offense.explosiveness,offense.rushing,offense.passing,offense.standardDowns,offense.passingDowns,offense.runRate,offense.pace,defense.rating,defense.success,defense.explosiveness,defense.rushing,defense.passing,defense.standardDowns,defense.passingDowns,defense.havoc.total,defense.havoc.frontSeven,defense.havoc.db,specialTeams
532,2003,San Diego State,Mountain West,-2.5,NA,NA,1.93E+01,NA,NA,NA,NA,NA,NA,NA,NA,21.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
533,2003,Texas A&M,SEC,-2.9,NA,NA,3.81E+01,NA,NA,NA,NA,NA,NA,NA,NA,39.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
534,2003,Northern Illinois,Mid-American,-2.9,NA,NA,3.11E+01,NA,NA,NA,NA,NA,NA,NA,NA,34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
535,2003,Cincinnati,American Athletic,-3.1,NA,NA,3.01E+01,NA,NA,NA,NA,NA,NA,NA,NA,33.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
536,2003,Wyoming,Mountain West,-3.5,NA,NA,3.26E+01,NA,NA,NA,NA,NA,NA,NA,NA,35.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
537,2003,Navy,American Athletic,-3.8,NA,NA,3.12E+01,NA,NA,NA,NA,NA,NA,NA,NA,34.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
538,2003,Duke,ACC,-4,NA,NA,2.72E+01,NA,NA,NA,NA,NA,NA,NA,NA,31.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
539,2003,Kentucky,SEC,-4.5,NA,NA,3.19E+01,NA,NA,NA,NA,NA,NA,NA,NA,35.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
540,2003,Stanford,Pac-12,-5.1,NA,NA,2.59E+01,NA,NA,NA,NA,NA,NA,NA,NA,31.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
541,2003,Kansas,Big 12,-5.4,NA,NA,3.50E+01,NA,NA,NA,NA,NA,NA,NA,NA,38.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
542,2003,Tulsa,American Athletic,-5.6,NA,NA,3.35E+01,NA,NA,NA,NA,NA,NA,NA,NA,37.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
543,2003,South Florida,American Athletic,-5.6,NA,NA,2.40E+01,NA,NA,NA,NA,NA,NA,NA,NA,29.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
544,2003,North Texas,Conference USA,-5.7,NA,NA,2.78E+01,NA,NA,NA,NA,NA,NA,NA,NA,33.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
545,2003,Troy,Sun Belt,-6.2,NA,NA,2.10E+01,NA,NA,NA,NA,NA,NA,NA,NA,27.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
546,2003,Louisiana Tech,Conference USA,-6.8,NA,NA,3.30E+01,NA,NA,NA,NA,NA,NA,NA,NA,38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
547,2003,North Carolina,ACC,-6.8,NA,NA,3.66E+01,NA,NA,NA,NA,NA,NA,NA,NA,40.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
548,2003,Arizona,Pac-12,-7.4,NA,NA,2.80E+01,NA,NA,NA,NA,NA,NA,NA,NA,34.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
549,2003,Temple,American Athletic,-7.7,NA,NA,2.93E+01,NA,NA,NA,NA,NA,NA,NA,NA,35.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
550,2003,UAB,Conference USA,-8.1,NA,NA,2.35E+01,NA,NA,NA,NA,NA,NA,NA,NA,30.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
551,2003,Houston,American Athletic,-8.5,NA,NA,3.94E+01,NA,NA,NA,NA,NA,NA,NA,NA,43.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
552,2003,Vanderbilt,SEC,-8.6,NA,NA,2.62E+01,NA,NA,NA,NA,NA,NA,NA,NA,33.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
553,2003,Nevada,Mountain West,-9,NA,NA,2.84E+01,NA,NA,NA,NA,NA,NA,NA,NA,35.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
554,2003,Iowa State,Big 12,-9.6,NA,NA,2.87E+01,NA,NA,NA,NA,NA,NA,NA,NA,35.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
555,2003,Western Michigan,Mid-American,-10.2,NA,NA,3.01E+01,NA,NA,NA,NA,NA,NA,NA,NA,38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
556,2003,Illinois,Big Ten,-12.1,NA,NA,2.44E+01,NA,NA,NA,NA,NA,NA,NA,NA,34.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
557,2003,Kent State,Mid-American,-12.1,NA,NA,3.33E+01,NA,NA,NA,NA,NA,NA,NA,NA,41.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
558,2003,Mississippi State,SEC,-12.4,NA,NA,3.04E+01,NA,NA,NA,NA,NA,NA,NA,NA,39.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
559,2003,Akron,Mid-American,-12.5,NA,NA,3.52E+01,NA,NA,NA,NA,NA,NA,NA,NA,42.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
560,2003,Tulane,American Athletic,-12.8,NA,NA,3.44E+01,NA,NA,NA,NA,NA,NA,NA,NA,42.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
561,2003,Ball State,Mid-American,-13,NA,NA,2.88E+01,NA,NA,NA,NA,NA,NA,NA,NA,38.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
562,2003,Rice,Conference USA,-14.5,NA,NA,3.07E+01,NA,NA,NA,NA,NA,NA,NA,NA,41.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
563,2003,Middle Tennessee,Conference USA,-15.7,NA,NA,3.04E+01,NA,NA,NA,NA,NA,NA,NA,NA,42.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
564,2003,Baylor,Big 12,-16.2,NA,NA,2.70E+01,NA,NA,NA,NA,NA,NA,NA,NA,39.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
565,2003,Utah State,Mountain West,-17,NA,NA,2.16E+01,NA,NA,NA,NA,NA,NA,NA,NA,36.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
566,2003,Indiana,Big Ten,-17.2,NA,NA,2.13E+01,NA,NA,NA,NA,NA,NA,NA,NA,36.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
567,2003,New Mexico State,FBS Independents,-17.7,NA,NA,2.25E+01,NA,NA,NA,NA,NA,NA,NA,NA,37.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
568,2003,Ohio,Mid-American,-19.7,NA,NA,2.54E+01,NA,NA,NA,NA,NA,NA,NA,NA,41.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
569,2003,Buffalo,Mid-American,-20.1,NA,NA,2.23E+01,NA,NA,NA,NA,NA,NA,NA,NA,39.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
570,2003,San José State,Mountain West,-20.2,NA,NA,2.88E+01,NA,NA,NA,NA,NA,NA,NA,NA,43.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
571,2003,Louisiana,Sun Belt,-21.3,NA,NA,2.54E+01,NA,NA,NA,NA,NA,NA,NA,NA,42.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
572,2003,UCF,American Athletic,-21.8,NA,NA,1.93E+01,NA,NA,NA,NA,NA,NA,NA,NA,38.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
573,2003,Eastern Michigan,Mid-American,-22,NA,NA,1.89E+01,NA,NA,NA,NA,NA,NA,NA,NA,38.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
574,2003,East Carolina,American Athletic,-22,NA,NA,2.29E+01,NA,NA,NA,NA,NA,NA,NA,NA,40.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
575,2003,Central Michigan,Mid-American,-22.8,NA,NA,2.34E+01,NA,NA,NA,NA,NA,NA,NA,NA,41.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
576,2003,Louisiana Monroe,Sun Belt,-26,NA,NA,2.76E+01,NA,NA,NA,NA,NA,NA,NA,NA,46.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
577,2003,SMU,American Athletic,-27.8,NA,NA,1.28E+01,NA,NA,NA,NA,NA,NA,NA,NA,37.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
578,2003,Army,FBS Independents,-28.2,NA,NA,1.88E+01,NA,NA,NA,NA,NA,NA,NA,NA,42.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
579,2003,UTEP,Conference USA,-31,NA,NA,2.29E+01,NA,NA,NA,NA,NA,NA,NA,NA,46.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
580,2003,Arkansas State,Sun Belt,-32.6,NA,NA,1.87E+01,NA,NA,NA,NA,NA,NA,NA,NA,44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
581,2003,nationalAverages,NA,1.4,NA,NA,3.26E+01,NA,NA,NA,NA,NA,NA,NA,NA,31.03504274,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
582,2004,USC,Pac-12,32.3,NA,NA,4.52E+01,NA,NA,NA,NA,NA,NA,NA,NA,14.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
583,2004,Oklahoma,Big 12,28.8,NA,NA,4.42E+01,NA,NA,NA,NA,NA,NA,NA,NA,17.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
584,2004,Auburn,SEC,27.3,NA,NA,3.93E+01,NA,NA,NA,NA,NA,NA,NA,NA,12.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
585,2004,Miami,ACC,26.8,NA,NA,4.13E+01,NA,NA,NA,NA,NA,NA,NA,NA,16.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
586,2004,California,Pac-12,26.7,NA,NA,4.36E+01,NA,NA,NA,NA,NA,NA,NA,NA,19.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
587,2004,Texas,Big 12,24.7,NA,NA,4.31E+01,NA,NA,NA,NA,NA,NA,NA,NA,20.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
588,2004,Louisville,ACC,24,NA,NA,5.07E+01,NA,NA,NA,NA,NA,NA,NA,NA,32.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
589,2004,Utah,Pac-12,23.6,NA,NA,4.93E+01,NA,NA,NA,NA,NA,NA,NA,NA,29.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
590,2004,Georgia,SEC,21.8,NA,NA,3.52E+01,NA,NA,NA,NA,NA,NA,NA,NA,14.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
591,2004,Arizona State,Pac-12,20.7,NA,NA,4.20E+01,NA,NA,NA,NA,NA,NA,NA,NA,23.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
592,2004,Florida State,ACC,20.2,NA,NA,3.27E+01,NA,NA,NA,NA,NA,NA,NA,NA,13.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
593,2004,Virginia,ACC,20,NA,NA,3.84E+01,NA,NA,NA,NA,NA,NA,NA,NA,19.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
594,2004,Iowa,Big Ten,20,NA,NA,3.44E+01,NA,NA,NA,NA,NA,NA,NA,NA,15.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
595,2004,Virginia Tech,ACC,19.9,NA,NA,3.54E+01,NA,NA,NA,NA,NA,NA,NA,NA,16.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
596,2004,Texas Tech,Big 12,19.5,NA,NA,4.52E+01,NA,NA,NA,NA,NA,NA,NA,NA,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
597,2004,LSU,SEC,19.5,NA,NA,3.62E+01,NA,NA,NA,NA,NA,NA,NA,NA,18.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
598,2004,Boise State,Mountain West,19.3,NA,NA,5.09E+01,NA,NA,NA,NA,NA,NA,NA,NA,36.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
599,2004,Texas A&M,SEC,18.6,NA,NA,4.00E+01,NA,NA,NA,NA,NA,NA,NA,NA,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
600,2004,Purdue,Big Ten,18.3,NA,NA,3.80E+01,NA,NA,NA,NA,NA,NA,NA,NA,21.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
601,2004,Michigan,Big Ten,17.5,NA,NA,4.03E+01,NA,NA,NA,NA,NA,NA,NA,NA,25.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
602,2004,Oregon State,Pac-12,17.5,NA,NA,3.91E+01,NA,NA,NA,NA,NA,NA,NA,NA,23.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
603,2004,Ohio State,Big Ten,17.5,NA,NA,3.33E+01,NA,NA,NA,NA,NA,NA,NA,NA,17.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
604,2004,Florida,SEC,17.1,NA,NA,3.94E+01,NA,NA,NA,NA,NA,NA,NA,NA,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
605,2004,Tennessee,SEC,16.1,NA,NA,3.88E+01,NA,NA,NA,NA,NA,NA,NA,NA,24.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
606,2004,Arkansas,SEC,15.4,NA,NA,3.97E+01,NA,NA,NA,NA,NA,NA,NA,NA,26.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
607,2004,Fresno State,Mountain West,14.9,NA,NA,4.38E+01,NA,NA,NA,NA,NA,NA,NA,NA,32.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
608,2004,Oklahoma State,Big 12,13.1,NA,NA,4.03E+01,NA,NA,NA,NA,NA,NA,NA,NA,29.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
609,2004,North Carolina,ACC,12.8,NA,NA,3.96E+01,NA,NA,NA,NA,NA,NA,NA,NA,28.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
610,2004,Notre Dame,FBS Independents,12.6,NA,NA,3.49E+01,NA,NA,NA,NA,NA,NA,NA,NA,23.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
611,2004,Georgia Tech,ACC,12.4,NA,NA,3.04E+01,NA,NA,NA,NA,NA,NA,NA,NA,19.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
612,2004,Bowling Green,Mid-American,11.9,NA,NA,4.59E+01,NA,NA,NA,NA,NA,NA,NA,NA,36.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
613,2004,Minnesota,Big Ten,10.7,NA,NA,3.62E+01,NA,NA,NA,NA,NA,NA,NA,NA,27.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
614,2004,Wisconsin,Big Ten,10.5,NA,NA,2.62E+01,NA,NA,NA,NA,NA,NA,NA,NA,16.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
615,2004,UCLA,Pac-12,10,NA,NA,3.85E+01,NA,NA,NA,NA,NA,NA,NA,NA,30.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
616,2004,Kansas,Big 12,9.8,NA,NA,3.15E+01,NA,NA,NA,NA,NA,NA,NA,NA,23.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
617,2004,Alabama,SEC,9.2,NA,NA,2.78E+01,NA,NA,NA,NA,NA,NA,NA,NA,19.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
618,2004,UTEP,Conference USA,9,NA,NA,4.21E+01,NA,NA,NA,NA,NA,NA,NA,NA,35.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
619,2004,Boston College,ACC,8.5,NA,NA,2.90E+01,NA,NA,NA,NA,NA,NA,NA,NA,21.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
620,2004,Stanford,Pac-12,8.2,NA,NA,2.96E+01,NA,NA,NA,NA,NA,NA,NA,NA,22.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
621,2004,West Virginia,Big 12,8.1,NA,NA,3.38E+01,NA,NA,NA,NA,NA,NA,NA,NA,27.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
622,2004,NC State,ACC,8.1,NA,NA,2.99E+01,NA,NA,NA,NA,NA,NA,NA,NA,23.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
623,2004,Kansas State,Big 12,7.9,NA,NA,4.08E+01,NA,NA,NA,NA,NA,NA,NA,NA,34.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
624,2004,BYU,FBS Independents,7.8,NA,NA,3.44E+01,NA,NA,NA,NA,NA,NA,NA,NA,28.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
625,2004,Colorado,Pac-12,7.8,NA,NA,3.29E+01,NA,NA,NA,NA,NA,NA,NA,NA,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
626,2004,Penn State,Big Ten,7.4,NA,NA,2.25E+01,NA,NA,NA,NA,NA,NA,NA,NA,15.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
627,2004,Clemson,ACC,7.1,NA,NA,2.86E+01,NA,NA,NA,NA,NA,NA,NA,NA,22.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
628,2004,Cincinnati,American Athletic,7.1,NA,NA,3.65E+01,NA,NA,NA,NA,NA,NA,NA,NA,31.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
629,2004,South Carolina,SEC,6.4,NA,NA,2.87E+01,NA,NA,NA,NA,NA,NA,NA,NA,23.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
630,2004,Pittsburgh,ACC,6.4,NA,NA,3.21E+01,NA,NA,NA,NA,NA,NA,NA,NA,27.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
631,2004,New Mexico,Mountain West,5.4,NA,NA,2.56E+01,NA,NA,NA,NA,NA,NA,NA,NA,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
632,2004,Maryland,Big Ten,5.1,NA,NA,2.45E+01,NA,NA,NA,NA,NA,NA,NA,NA,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
633,2004,Michigan State,Big Ten,4.9,NA,NA,3.68E+01,NA,NA,NA,NA,NA,NA,NA,NA,33.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
634,2004,Troy,Sun Belt,4.6,NA,NA,2.63E+01,NA,NA,NA,NA,NA,NA,NA,NA,22.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
635,2004,Syracuse,ACC,4.4,NA,NA,3.36E+01,NA,NA,NA,NA,NA,NA,NA,NA,31.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
636,2004,Northern Illinois,Mid-American,4,NA,NA,3.93E+01,NA,NA,NA,NA,NA,NA,NA,NA,36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
637,2004,Northwestern,Big Ten,3.9,NA,NA,3.38E+01,NA,NA,NA,NA,NA,NA,NA,NA,31.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
638,2004,Iowa State,Big 12,3.9,NA,NA,2.81E+01,NA,NA,NA,NA,NA,NA,NA,NA,25.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
639,2004,Oregon,Pac-12,3.7,NA,NA,3.26E+01,NA,NA,NA,NA,NA,NA,NA,NA,30.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
640,2004,Louisiana Tech,Conference USA,3.5,NA,NA,3.62E+01,NA,NA,NA,NA,NA,NA,NA,NA,34.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
641,2004,Arizona,Pac-12,3.1,NA,NA,2.63E+01,NA,NA,NA,NA,NA,NA,NA,NA,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
642,2004,Memphis,American Athletic,2.8,NA,NA,4.13E+01,NA,NA,NA,NA,NA,NA,NA,NA,38.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
643,2004,Nebraska,Big Ten,1.9,NA,NA,3.11E+01,NA,NA,NA,NA,NA,NA,NA,NA,30.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
644,2004,Marshall,Conference USA,1.2,NA,NA,2.88E+01,NA,NA,NA,NA,NA,NA,NA,NA,28.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
645,2004,Missouri,SEC,0.8,NA,NA,2.63E+01,NA,NA,NA,NA,NA,NA,NA,NA,25.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
646,2004,Toledo,Mid-American,0.3,NA,NA,3.93E+01,NA,NA,NA,NA,NA,NA,NA,NA,38.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
647,2004,Miami (OH),Mid-American,-0.3,NA,NA,3.32E+01,NA,NA,NA,NA,NA,NA,NA,NA,33.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
648,2004,Connecticut,American Athletic,-0.4,NA,NA,3.05E+01,NA,NA,NA,NA,NA,NA,NA,NA,31.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
649,2004,Southern Mississippi,Conference USA,-0.7,NA,NA,3.04E+01,NA,NA,NA,NA,NA,NA,NA,NA,31.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
650,2004,Wake Forest,ACC,-0.9,NA,NA,2.62E+01,NA,NA,NA,NA,NA,NA,NA,NA,27.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
651,2004,Air Force,Mountain West,-0.9,NA,NA,3.66E+01,NA,NA,NA,NA,NA,NA,NA,NA,36.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
652,2004,Washington State,Pac-12,-0.9,NA,NA,3.20E+01,NA,NA,NA,NA,NA,NA,NA,NA,33.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
653,2004,Colorado State,Mountain West,-0.9,NA,NA,3.22E+01,NA,NA,NA,NA,NA,NA,NA,NA,33.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
654,2004,Wyoming,Mountain West,-1.6,NA,NA,3.01E+01,NA,NA,NA,NA,NA,NA,NA,NA,32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
655,2004,Ole Miss,SEC,-1.6,NA,NA,2.66E+01,NA,NA,NA,NA,NA,NA,NA,NA,28.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
656,2004,Hawai'i,Mountain West,-2.4,NA,NA,4.38E+01,NA,NA,NA,NA,NA,NA,NA,NA,43.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
657,2004,UAB,Conference USA,-3.2,NA,NA,3.54E+01,NA,NA,NA,NA,NA,NA,NA,NA,37.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
658,2004,Navy,American Athletic,-3.4,NA,NA,2.70E+01,NA,NA,NA,NA,NA,NA,NA,NA,30.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
659,2004,TCU,Big 12,-3.9,NA,NA,3.93E+01,NA,NA,NA,NA,NA,NA,NA,NA,41.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
660,2004,San Diego State,Mountain West,-4,NA,NA,2.59E+01,NA,NA,NA,NA,NA,NA,NA,NA,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
661,2004,New Mexico State,FBS Independents,-4.4,NA,NA,3.30E+01,NA,NA,NA,NA,NA,NA,NA,NA,36.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
662,2004,Mississippi State,SEC,-5.7,NA,NA,2.38E+01,NA,NA,NA,NA,NA,NA,NA,NA,29.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
663,2004,Vanderbilt,SEC,-6.2,NA,NA,2.59E+01,NA,NA,NA,NA,NA,NA,NA,NA,31.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
664,2004,Houston,American Athletic,-6.3,NA,NA,2.98E+01,NA,NA,NA,NA,NA,NA,NA,NA,35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
665,2004,Rutgers,Big Ten,-6.7,NA,NA,3.09E+01,NA,NA,NA,NA,NA,NA,NA,NA,36.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
666,2004,Kentucky,SEC,-7.1,NA,NA,2.54E+01,NA,NA,NA,NA,NA,NA,NA,NA,32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
667,2004,Indiana,Big Ten,-7.4,NA,NA,3.05E+01,NA,NA,NA,NA,NA,NA,NA,NA,36.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
668,2004,Duke,ACC,-7.6,NA,NA,2.51E+01,NA,NA,NA,NA,NA,NA,NA,NA,32.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
669,2004,Baylor,Big 12,-8,NA,NA,3.26E+01,NA,NA,NA,NA,NA,NA,NA,NA,38.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
670,2004,South Florida,American Athletic,-9.7,NA,NA,3.23E+01,NA,NA,NA,NA,NA,NA,NA,NA,39.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
671,2004,Kent State,Mid-American,-10,NA,NA,2.96E+01,NA,NA,NA,NA,NA,NA,NA,NA,37.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
672,2004,Washington,Pac-12,-10,NA,NA,2.26E+01,NA,NA,NA,NA,NA,NA,NA,NA,31.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
673,2004,Akron,Mid-American,-11.1,NA,NA,2.99E+01,NA,NA,NA,NA,NA,NA,NA,NA,38.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
674,2004,Illinois,Big Ten,-11.3,NA,NA,2.67E+01,NA,NA,NA,NA,NA,NA,NA,NA,35.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
675,2004,Florida Atlantic,Conference USA,-11.7,NA,NA,1.86E+01,NA,NA,NA,NA,NA,NA,NA,NA,29.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
676,2004,Middle Tennessee,Conference USA,-12,NA,NA,2.63E+01,NA,NA,NA,NA,NA,NA,NA,NA,35.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
677,2004,North Texas,Conference USA,-12,NA,NA,2.92E+01,NA,NA,NA,NA,NA,NA,NA,NA,38.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
678,2004,Temple,American Athletic,-12.4,NA,NA,3.04E+01,NA,NA,NA,NA,NA,NA,NA,NA,39.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
679,2004,Rice,Conference USA,-13,NA,NA,3.07E+01,NA,NA,NA,NA,NA,NA,NA,NA,40.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
680,2004,Tulsa,American Athletic,-14,NA,NA,3.26E+01,NA,NA,NA,NA,NA,NA,NA,NA,42.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
681,2004,Tulane,American Athletic,-14.1,NA,NA,3.09E+01,NA,NA,NA,NA,NA,NA,NA,NA,41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
682,2004,UNLV,Mountain West,-14.3,NA,NA,2.67E+01,NA,NA,NA,NA,NA,NA,NA,NA,37.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
